liczba danych, czas [ms], liczba testów, liczba wartości szukanych w każdym teście
1024,0.001160000000,2,100
2048,0.002155000000,2,100
4096,0.004030000000,1,100
8192,0.008960000000,1,50
12288,0.010680000000,1,50
16384,0.014114285714,1,35
24576,0.023850000000,1,20
32768,0.027700000000,1,20
