liczba danych, czas [ms], liczba testów, liczba wartości szukanych w każdym teście
1024,0.002945000000,2,100
2048,0.005410000000,2,100
4096,0.011710000000,1,100
8192,0.018580000000,1,50
12288,0.033500000000,1,50
16384,0.038571428571,1,35
24576,0.046600000000,1,20
32768,0.078300000000,1,20
2048,0.006015000000,2,100
