liczba danych, czas [ms], liczba testów
1024,0.004696000000,500
2048,0.009592000000,250
4096,0.022960000000,100
8192,0.040520000000,50
12288,0.057240000000,50
16384,0.079900000000,30
24576,0.140800000000,10
32768,0.192200000000,10
2048,0.008592000000,250
2048,0.009216000000,250
