liczba danych, czas [ms], liczba testów
1024,0.000051000000,1000
2048,0.000013000000,1000
4096,0.000038000000,1000
8192,0.000021000000,1000
12288,0.000042000000,1000
16384,0.000041000000,1000
24576,0.000037000000,1000
32768,0.000039000000,1000
