liczba danych, czas [ms], liczba testów
1024,0.000142000000,500
2048,0.000136000000,250
4096,0.000140000000,100
8192,0.000133333333,30
12288,0.000200000000,50
16384,0.000160000000,25
24576,0.000200000000,10
32768,0.000200000000,10
