liczba danych, czas [ms], liczba testów
1024,0.000120000000,1000
2048,0.000122000000,1000
4096,0.000129000000,1000
8192,0.000139000000,1000
12288,0.000168000000,1000
16384,0.000177000000,1000
24576,0.000168000000,1000
32768,0.000179000000,1000
