liczba danych, czas [ms], liczba testów, liczba wartości szukanych w każdym teście
1024,0.002165000000,10,100
2048,0.003539000000,10,100
4096,0.007641000000,10,100
8192,0.014374000000,10,50
16384,0.029612000000,10,50
32768,0.058280000000,5,50
12288,0.027976000000,5,50
1024,0.002280000000,1,100
2048,0.003900000000,1,100
4096,0.007750000000,1,100
8192,0.015220000000,1,50
12288,0.026940000000,1,50
16384,0.034028571429,1,35
24576,0.042850000000,1,20
32768,0.057250000000,1,20
