liczba danych, czas [ms], liczba testów
1024,0.003933000000,1000
2048,0.007635000000,1000
4096,0.015586000000,1000
8192,0.042000000000,100
16384,0.076840000000,100
32768,0.155333333333,30
12288,0.058500000000,10
24576,0.110700000000,10
