liczba danych, czas [ms], liczba testów
1024,0.002132000000,500
2048,0.004480000000,250
4096,0.008398000000,1000
8192,0.016741000000,1000
12288,0.024599000000,1000
16384,0.033028000000,1000
24576,0.051428000000,1000
32768,0.079142000000,1000
