liczba danych, czas [ms], liczba testów, liczba wartości szukanych w każdym teście
1024,0.002430000000,2,100
2048,0.004425000000,2,100
4096,0.010480000000,1,100
8192,0.020540000000,1,50
12288,0.032180000000,1,50
16384,0.038971428571,1,35
24576,0.049900000000,1,20
32768,0.065350000000,1,20
