liczba danych, czas [ms], liczba testów
1024,0.000134300000,10000
2048,0.000231000000,1000
4096,0.000208000000,1000
8192,0.000170000000,100
16384,0.000170000000,100
32768,0.000180000000,50
65536,0.000400000000,5
12288,0.000166666667,30
24576,0.000200000000,10
