liczba danych, czas [ms], liczba testów
1024,0.000172000000,1000
2048,0.000153000000,1000
4096,0.000270000000,1000
8192,0.000650000000,100
16384,0.000230000000,100
32768,0.000266666667,30
12288,0.000300000000,10
24576,0.000300000000,10
