liczba danych, czas [ms], liczba testów
1024,0.002083000000,1000
2048,0.004426000000,1000
4096,0.008329000000,1000
8192,0.015826000000,1000
12288,0.023734000000,1000
16384,0.033471000000,1000
24576,0.050396000000,1000
32768,0.066175000000,1000
