liczba danych, czas [ms], liczba testów
1024,0.002220000000,1000
2048,0.004286000000,1000
4096,0.008444000000,1000
8192,0.017157000000,1000
12288,0.025169000000,1000
16384,0.036758000000,1000
24576,0.049369000000,1000
32768,0.067063000000,1000
